14348.8,1
14361.6,1
14374.4,1
14387.2,5
14400,4
14412.8,5
14425.6,8
14438.4,29
14451.2,81
14464,122
14476.8,97
14489.6,71
14502.4,137
14515.2,371
14528,1065
14540.8,1722
14553.6,860
14566.4,87
