5578252.8,1
5837043.2,1
5837184,1
5837260.8,1
5837286.4,3
5837299.2,1
5837350.4,1
5837376,2
5837414.4,1
5837452.8,1
5837465.6,4
5837491.2,2
5837516.8,2
5837529.6,1
5837542.4,1
5837555.2,1
5837568,1
5837580.8,1
5837593.6,1
5837606.4,2
5837632,3
5837644.8,2
5837657.6,5
5837670.4,4
5837683.2,4
5837696,2
5837721.6,8
5837734.4,4
5837747.2,2
5837760,3
5837772.8,3
5837785.6,2
5837811.2,5
5837824,2
5837836.8,3
5837849.6,6
5837862.4,3
5837875.2,4
5837888,3
5837913.6,1
5837926.4,2
5837939.2,1
5837952,2
5837977.6,1
5837990.4,2
5838003.2,3
5838016,4
5838028.8,3
5838041.6,2
5838054.4,1
5838067.2,3
5838080,2
5838092.8,2
5838105.6,2
5838118.4,1
5838131.2,2
5838144,2
5838156.8,2
5838169.6,2
5838182.4,2
5838195.2,2
5838208,2
5838220.8,1
5838233.6,2
5838246.4,2
5838259.2,1
5838272,1
5838284.8,1
5838297.6,1
5838310.4,2
5838323.2,1
5838336,2
5838348.8,3
5838361.6,3
5838374.4,1
5838387.2,5
5838400,1
5838412.8,3
5838425.6,3
5838438.4,1
5838464,1
5838476.8,1
5838489.6,2
5838502.4,2
5838515.2,2
5838553.6,1
5838566.4,3
5838592,3
5838617.6,2
5838630.4,1
5838643.2,1
5838656,1
5838668.8,7
5838681.6,1
5838694.4,2
5838707.2,2
5838720,1
5838732.8,1
5838745.6,2
5838758.4,2
5838771.2,2
5838784,2
5838796.8,1
5838809.6,1
5838822.4,2
5838835.2,1
5838848,4
5838873.6,2
5838886.4,2
5838899.2,1
5838924.8,1
5838937.6,2
5838950.4,1
5838963.2,2
5838976,1
5838988.8,3
5839001.6,3
5839014.4,2
5839027.2,2
5839040,2
5839052.8,5
5839065.6,2
5839078.4,3
5839104,1
5839116.8,1
5839129.6,2
5839155.2,3
5839168,1
5839180.8,2
5839193.6,4
5839219.2,3
5839232,1
5839244.8,5
5839257.6,4
5839270.4,2
5839283.2,1
5839296,1
5839321.6,1
5839347.2,1
5839360,2
5839385.6,1
5839411.2,2
5839424,4
5839436.8,2
5839462.4,1
5839475.2,2
5839488,1
5839500.8,1
5839539.2,2
5839564.8,1
5839577.6,2
5839590.4,4
5839603.2,1
5839616,3
5839628.8,3
5839641.6,2
5839654.4,2
5839667.2,4
5839680,1
5839705.6,1
5839718.4,3
5839731.2,1
5839744,3
5839756.8,2
5839769.6,1
5839782.4,3
5839808,3
5839833.6,1
5839859.2,2
5839872,3
5839884.8,1
5839910.4,3
5839923.2,1
5839936,1
5839961.6,1
5839974.4,1
5839987.2,4
5840012.8,3
5840025.6,4
5840038.4,2
5840076.8,2
5840089.6,1
5840102.4,2
5840115.2,2
5840128,3
5840140.8,2
